"date";"country";"rating";"agency";"grade";"outlook"
"2009-12-15";"fiji";"B-";"standardPoors";"highly speculative";"stable"
"2009-04-22";"fiji";"B+";"moodys";"highly speculative";"negative"
"2009-04-15";"fiji";"B-";"standardPoors";"highly speculative";"negative"
"2009-02-26";"fiji";"B";"standardPoors";"highly speculative";"negative"
"2009-02-18";"fiji";"BB";"moodys";"non-investment grade speculative";"negative watch"
"2007-11-12";"fiji";"B";"standardPoors";"highly speculative";"stable"
"2007-03-15";"fiji";"B";"standardPoors";"highly speculative";"negative"
"2006-12-06";"fiji";"BB";"moodys";"non-investment grade speculative";"negative"
"2006-11-07";"fiji";"B+";"standardPoors";"highly speculative";"negative watch"
"2006-11-02";"fiji";"BB-";"standardPoors";"non-investment grade speculative";"negative watch"
"2006-08-24";"fiji";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2002-04-15";"fiji";"BB";"moodys";"non-investment grade speculative";"stable"
"2000-07-19";"fiji";"BB";"moodys";"non-investment grade speculative";"negative"
"2000-05-31";"fiji";"BB+";"moodys";"non-investment grade speculative";"negative"
"1999-03-31";"fiji";"BB+";"moodys";"non-investment grade speculative";"stable"
"2020-01-24";"finland";"AA+";"fitch";"high grade";"stable"
"2018-08-03";"finland";"AA+";"fitch";"high grade";"positive"
"2016-09-16";"finland";"AA+";"standardPoors";"high grade";"stable"
"2016-09-09";"finland";"AA+";"dbrs";"high grade";"stable"
"2016-06-03";"finland";"AA+";"moodys";"high grade";"stable"
"2016-03-11";"finland";"AA+";"fitch";"high grade";"stable"
"2015-09-25";"finland";"AA+";"standardPoors";"high grade";"negative"
"2015-09-11";"finland";"AAA";"dbrs";"prime";"negative"
"2015-06-05";"finland";"AAA";"moodys";"prime";"negative"
"2015-03-20";"finland";"AAA";"fitch";"prime";"negative"
"2014-10-10";"finland";"AA+";"standardPoors";"high grade";"stable"
"2014-05-16";"finland";"AAA";"dbrs";"prime";"stable"
"2014-04-11";"finland";"AAA";"standardPoors";"prime";"negative"
"2013-01-14";"finland";"AAA";"standardPoors";"prime";"stable"
"2012-08-14";"finland";"AAA";"dbrs";"prime";"stable"
"2012-01-13";"finland";"AAA";"standardPoors";"prime";"negative"
"2011-12-05";"finland";"AAA";"standardPoors";"prime";"negative watch"
"2002-02-01";"finland";"AAA";"standardPoors";"prime";"stable"
"2000-10-03";"finland";"AA+";"standardPoors";"high grade";"positive"
"2000-09-21";"finland";"AAA";"fitch";"prime";"stable"
"1999-09-01";"finland";"AA+";"standardPoors";"high grade";"stable"
"1998-08-05";"finland";"AAA";"fitch";"prime";NA
"1998-05-06";"finland";"AA";"standardPoors";"high grade";"positive"
"1998-05-04";"finland";"AAA";"moodys";"prime";"stable"
"1997-04-29";"finland";"AA+";"fitch";"high grade";NA
"1997-01-15";"finland";"AA+";"moodys";"high grade";"stable"
"1996-12-17";"finland";"AA";"standardPoors";"high grade";"stable"
"1996-03-12";"finland";"AA";"fitch";"high grade";NA
"1995-08-10";"finland";"AA-";"standardPoors";"high grade";"positive"
"1994-08-10";"finland";"AA-";"fitch";"high grade";NA
"1993-03-10";"finland";"AA-";"standardPoors";"high grade";"stable"
"1992-09-16";"finland";"AA+";"standardPoors";"high grade";"negative"
"1992-03-03";"finland";"AA+";"standardPoors";"high grade";"stable"
"1992-01-13";"finland";"AA";"moodys";"high grade";"stable"
"1990-12-18";"finland";"AAA";"standardPoors";"prime";"negative"
"1990-10-20";"finland";"AA+";"moodys";"high grade";"stable"
"1989-06-26";"finland";"AAA";"standardPoors";"prime";"stable"
"1986-02-07";"finland";"AAA";"moodys";"prime";"stable"
"1977-10-19";"finland";"AA";"moodys";"high grade";"stable"
"1972-04-01";"finland";"AAA";"standardPoors";"prime";NA
"2020-10-16";"france";"AA+";"dbrs";"high grade";"stable"
"2020-05-15";"france";"AA";"fitch";"high grade";"negative"
"2020-04-17";"france";"AAA";"dbrs";"prime";"negative"
"2020-02-21";"france";"AA";"moodys";"high grade";"stable"
"2018-05-04";"france";"AA";"moodys";"high grade";"positive"
"2016-10-21";"france";"AA";"standardPoors";"high grade";"stable"
"2016-04-29";"france";"AAA";"dbrs";"prime";"stable"
"2015-09-18";"france";"AA";"moodys";"high grade";"stable"
"2014-12-12";"france";"AA";"fitch";"high grade";"stable"
"2014-11-07";"france";"AAA";"dbrs";"prime";"negative"
"2014-10-14";"france";"AA+";"fitch";"high grade";"negative watch"
"2014-10-10";"france";"AA";"standardPoors";"high grade";"negative"
"2014-05-30";"france";"AAA";"dbrs";"prime";"stable"
"2013-11-08";"france";"AA";"standardPoors";"high grade";"stable"
"2013-11-08";"france";"AA";"standardPoors";"high grade";"stable"
"2013-07-12";"france";"AA+";"fitch";"high grade";"stable"
"2012-02-16";"france";"AA+";"moodys";"high grade";"negative"
"2012-01-13";"france";"AA+";"standardPoors";"high grade";"negative"
"2011-12-16";"france";"AAA";"fitch";"prime";"negative"
"2011-12-05";"france";"AAA";"standardPoors";"prime";"negative watch"
"2011-05-12";"france";"AAA";"dbrs";"prime";"stable"
"2000-09-21";"france";"AAA";"fitch";"prime";"stable"
"1994-08-10";"france";"AAA";"fitch";"prime";NA
"1989-06-26";"france";"AAA";"standardPoors";"prime";"stable"
"1979-01-23";"france";"AAA";"moodys";"prime";"stable"
"1975-06-25";"france";"AAA";"standardPoors";"prime";NA
"2021-08-24";"gabon";"B-";"fitch";"highly speculative";"stable"
"2020-12-04";"gabon";"CCC+";"moodys";"substantial risks";"stable"
"2020-04-03";"gabon";"CCC";"fitch";"substantial risks";NA
"2019-06-14";"gabon";"CCC+";"moodys";"substantial risks";"positive"
"2018-10-05";"gabon";"B";"fitch";"highly speculative";"stable"
"2018-06-08";"gabon";"CCC+";"moodys";"substantial risks";"stable"
"2017-10-13";"gabon";"B";"fitch";"highly speculative";"negative"
"2017-07-03";"gabon";"B-";"moodys";"highly speculative";"negative"
"2016-05-06";"gabon";"B+";"fitch";"highly speculative";"negative"
"2016-04-29";"gabon";"B+";"moodys";"highly speculative";"negative"
"2016-04-01";"gabon";NA;"standardPoors";NA;NA
"2016-03-04";"gabon";"BB-";"moodys";"non-investment grade speculative";"negative watch"
"2016-01-29";"gabon";"B";"standardPoors";"highly speculative";"stable"
"2015-03-08";"gabon";"B+";"fitch";"highly speculative";"stable"
"2014-12-12";"gabon";"BB-";"moodys";"non-investment grade speculative";"stable"
"2014-12-05";"gabon";"BB-";"fitch";"non-investment grade speculative";"negative"
"2013-03-21";"gabon";"BB-";"fitch";"non-investment grade speculative";"stable"
"2012-04-05";"gabon";"BB-";"fitch";"non-investment grade speculative";"positive"
"2012-02-20";"gabon";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2007-10-29";"gabon";"BB-";"fitch";"non-investment grade speculative";"stable"
"2022-04-28";"georgia";"BB";"moodys";"non-investment grade speculative";"negative"
"2022-02-25";"georgia";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2021-08-06";"georgia";"BB";"fitch";"non-investment grade speculative";"stable"
"2021-02-26";"georgia";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2020-04-24";"georgia";"BB";"fitch";"non-investment grade speculative";"negative"
"2019-10-11";"georgia";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2019-04-12";"georgia";"BB-";"standardPoors";"non-investment grade speculative";"positive"
"2019-02-22";"georgia";"BB";"fitch";"non-investment grade speculative";"stable"
"2018-03-16";"georgia";"BB-";"fitch";"non-investment grade speculative";"positive"
"2017-09-11";"georgia";"BB";"moodys";"non-investment grade speculative";"stable"
"2016-03-11";"georgia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2015-04-20";"georgia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2014-10-17";"georgia";"BB-";"fitch";"non-investment grade speculative";"positive"
"2014-08-22";"georgia";"BB-";"moodys";"non-investment grade speculative";"positive"
"2011-12-15";"georgia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2011-11-22";"georgia";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2011-03-29";"georgia";"B+";"standardPoors";"highly speculative";"positive"
"2011-03-03";"georgia";"B+";"fitch";"highly speculative";"positive"
"2010-10-06";"georgia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2010-04-12";"georgia";"B+";"standardPoors";"highly speculative";"stable"
"2009-08-26";"georgia";"B+";"fitch";"highly speculative";"stable"
"2009-04-07";"georgia";"B+";"fitch";"highly speculative";"negative watch"
"2008-09-25";"georgia";"B";"standardPoors";"highly speculative";"stable"
"2008-08-08";"georgia";"B+";"fitch";"highly speculative";"negative"
"2008-08-08";"georgia";"B";"standardPoors";"highly speculative";"negative watch"
"2008-05-05";"georgia";"B+";"standardPoors";"highly speculative";"stable"
"2007-10-08";"georgia";"B+";"standardPoors";"highly speculative";"positive"
"2007-07-18";"georgia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2006-11-21";"georgia";"B+";"standardPoors";"highly speculative";"stable"
"2005-12-06";"georgia";"B+";"standardPoors";"highly speculative";"positive"
"2014-02-28";"germany";"AAA";"moodys";"prime";"stable"
"2012-07-23";"germany";"AAA";"moodys";"prime";"negative"
"2012-01-13";"germany";"AAA";"standardPoors";"prime";"stable"
"2011-12-05";"germany";"AAA";"standardPoors";"prime";"negative watch"
"2011-11-21";"germany";"AAA";"fitch";"prime";"stable"
"2011-06-16";"germany";"AAA";"dbrs";"prime";"stable"
"2000-09-21";"germany";"AAA";"fitch";"prime";"stable"
"1994-08-10";"germany";"AAA";"fitch";"prime";NA
"1989-06-26";"germany";"AAA";"standardPoors";"prime";"stable"
"1986-02-09";"germany";"AAA";"moodys";"prime";"stable"
"1983-08-17";"germany";"AAA";"standardPoors";"prime";NA
"2022-02-04";"ghana";"CCC+";"moodys";"substantial risks";"stable"
"2022-01-14";"ghana";"B-";"fitch";"highly speculative";"negative"
"2021-06-22";"ghana";"B";"fitch";"highly speculative";"negative"
"2020-09-11";"ghana";"B-";"standardPoors";"highly speculative";"stable"
"2020-04-30";"ghana";"B";"standardPoors";"highly speculative";"negative"
"2020-04-17";"ghana";"B-";"moodys";"highly speculative";"negative"
"2020-01-24";"ghana";"B-";"moodys";"highly speculative";"positive"
"2019-10-17";"ghana";NA;"analyst";NA;NA
"2019-10-17";"ghana";"20";"analyst";NA;NA
"2019-10-10";"ghana";"20";"analyst";NA;NA
"2018-09-14";"ghana";"B";"standardPoors";"highly speculative";"stable"
"2017-10-06";"ghana";"B-";"standardPoors";"highly speculative";"positive"
"2017-05-12";"ghana";"B";"fitch";"highly speculative";"stable"
"2016-09-23";"ghana";"B-";"moodys";"highly speculative";"stable"
"2015-03-15";"ghana";"B-";"moodys";"highly speculative";"negative"
"2014-10-24";"ghana";"B-";"standardPoors";"highly speculative";"stable"
"2014-06-27";"ghana";"B";"moodys";"highly speculative";"negative"
"2014-03-28";"ghana";"B";"fitch";"highly speculative";"negative"
"2014-03-28";"ghana";"B";"fitch";"highly speculative";"negative"
"2013-12-06";"ghana";"B";"standardPoors";"highly speculative";"negative"
"2013-12-05";"ghana";"B+";"moodys";"highly speculative";"negative"
"2013-10-17";"ghana";"B";"fitch";"highly speculative";"stable"
"2013-09-04";"ghana";"B+";"standardPoors";"highly speculative";"stable"
"2013-02-15";"ghana";"B+";"fitch";"highly speculative";"negative"
"2012-12-20";"ghana";"B+";"moodys";"highly speculative";"stable"
"2011-11-29";"ghana";"B";"standardPoors";"highly speculative";"stable"
"2010-09-24";"ghana";"B+";"fitch";"highly speculative";"stable"
"2010-08-27";"ghana";"B";"standardPoors";"highly speculative";"stable"
"2009-03-16";"ghana";"B+";"standardPoors";"highly speculative";"negative"
"2009-03-03";"ghana";"B+";"fitch";"highly speculative";"negative"
"2008-02-07";"ghana";"B+";"fitch";"highly speculative";"stable"
"2006-02-01";"ghana";"B+";"fitch";"highly speculative";"positive"
"2005-03-17";"ghana";"B+";"fitch";"highly speculative";"stable"
"2003-12-02";"ghana";"B";"fitch";"highly speculative";"positive"
"2022-04-22";"greece";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2022-03-18";"greece";"BB+";"dbrs";"non-investment grade speculative";"stable"
"2022-01-14";"greece";"BB";"fitch";"non-investment grade speculative";"positive"
"2021-09-17";"greece";"BB";"dbrs";"non-investment grade speculative";"positive"
"2021-04-23";"greece";"BB";"standardPoors";"non-investment grade speculative";"positive"
"2020-11-06";"greece";"BB-";"moodys";"non-investment grade speculative";"stable"
"2020-04-24";"greece";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2020-04-24";"greece";"BB-";"dbrs";"non-investment grade speculative";"stable"
"2020-04-23";"greece";"BB";"fitch";"non-investment grade speculative";"stable"
"2020-01-24";"greece";"BB";"fitch";"non-investment grade speculative";"positive"
"2019-11-01";"greece";"BB-";"dbrs";"non-investment grade speculative";"positive"
"2019-10-25";"greece";"BB-";"standardPoors";"non-investment grade speculative";"positive"
"2019-05-03";"greece";"BB-";"dbrs";"non-investment grade speculative";"stable"
"2019-03-01";"greece";"B+";"moodys";"highly speculative";"stable"
"2018-08-10";"greece";"BB-";"fitch";"non-investment grade speculative";"stable"
"2018-07-20";"greece";"B+";"standardPoors";"highly speculative";"positive"
"2018-06-29";"greece";"B+";"dbrs";"highly speculative";"positive"
"2018-06-25";"greece";"B+";"standardPoors";"highly speculative";"stable"
"2018-05-04";"greece";"B";"dbrs";"highly speculative";"positive"
"2018-02-21";"greece";"B-";"moodys";"highly speculative";"positive"
"2018-02-16";"greece";"B";"fitch";"highly speculative";"positive"
"2018-01-19";"greece";"B";"standardPoors";"highly speculative";"positive"
"2017-11-10";"greece";"CCC+";"dbrs";"substantial risks";"positive"
"2017-08-18";"greece";"B-";"fitch";"highly speculative";"positive"
"2017-07-22";"greece";"B-";"standardPoors";"highly speculative";"positive"
"2017-06-23";"greece";"CCC";"moodys";"substantial risks";"positive"
"2016-01-22";"greece";"B-";"standardPoors";"highly speculative";"stable"
"2015-12-11";"greece";"CCC+";"dbrs";"substantial risks";"stable"
"2015-09-25";"greece";"CCC-";"moodys";"substantial risks";"stable"
"2015-08-18";"greece";"CCC";"fitch";"substantial risks";NA
"2015-07-21";"greece";"CCC+";"standardPoors";"substantial risks";"stable"
"2015-07-01";"greece";"CCC-";"moodys";"substantial risks";"negative watch"
"2015-07-01";"greece";"CC";"dbrs";"extremely speculative";"under review"
"2015-06-30";"greece";"CCC";"fitch";"substantial risks";"negative"
"2015-06-30";"greece";"CC";"fitch";"extremely speculative";NA
"2015-06-29";"greece";"CCC-";"standardPoors";"substantial risks";"negative"
"2015-06-10";"greece";"CCC";"standardPoors";"substantial risks";"negative"
"2015-05-15";"greece";"CCC+";"dbrs";"substantial risks";"negative"
"2015-05-15";"greece";"B";"dbrs";"highly speculative";"negative"
"2015-04-29";"greece";"CCC";"moodys";"substantial risks";"negative"
"2015-04-15";"greece";"CCC+";"standardPoors";"substantial risks";"negative"
"2015-03-27";"greece";"CCC";"fitch";"substantial risks";NA
"2015-02-06";"greece";"CCC+";"moodys";"substantial risks";"negative watch"
"2015-02-06";"greece";"B-";"standardPoors";"highly speculative";"negative watch"
"2015-02-04";"greece";"B";"dbrs";"highly speculative";"under review"
"2015-01-28";"greece";"B";"standardPoors";"highly speculative";"negative watch"
"2015-01-16";"greece";"B";"fitch";"highly speculative";"negative"
"2014-12-12";"greece";"B";"standardPoors";"highly speculative";"stable"
"2014-08-01";"greece";"CCC+";"moodys";"substantial risks";"stable"
"2014-07-11";"greece";"B";"dbrs";"highly speculative";"stable"
"2014-05-23";"greece";"B";"fitch";"highly speculative";"stable"
"2013-11-29";"greece";"CCC-";"moodys";"substantial risks";"stable"
"2013-08-16";"greece";"CCC+";"dbrs";"substantial risks";"negative"
"2013-05-14";"greece";"B-";"fitch";"highly speculative";"stable"
"2012-12-18";"greece";"B-";"standardPoors";"highly speculative";"stable"
"2012-12-05";"greece";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2012-08-07";"greece";"CCC";"standardPoors";"substantial risks";"negative"
"2012-05-17";"greece";"CCC";"fitch";"substantial risks";NA
"2012-05-02";"greece";"CCC";"standardPoors";"substantial risks";"stable"
"2012-03-13";"greece";"B-";"fitch";"highly speculative";"stable"
"2012-03-09";"greece";"RD";"fitch";"In default with little prospect for recovery";NA
"2012-03-02";"greece";"C";"moodys";NA;"negative"
"2012-02-27";"greece";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2012-02-22";"greece";"C";"fitch";NA;NA
"2011-07-27";"greece";"CC";"standardPoors";"extremely speculative";"negative"
"2011-07-25";"greece";"CC";"moodys";"extremely speculative";"negative"
"2011-07-13";"greece";"CCC";"fitch";"substantial risks";NA
"2011-06-13";"greece";"CCC";"standardPoors";"substantial risks";"negative"
"2011-06-01";"greece";"CCC+";"moodys";"substantial risks";"negative"
"2011-05-20";"greece";"B+";"fitch";"highly speculative";"negative watch"
"2011-05-09";"greece";"B+";"moodys";"highly speculative";"negative watch"
"2011-05-09";"greece";"B";"standardPoors";"highly speculative";"negative watch"
"2011-03-29";"greece";"BB-";"standardPoors";"non-investment grade speculative";"negative watch"
